record_id,protocol_id,scenario,method,base_training_robot_count,evaluation_robot_count,zero_shot_variable_team_size,training_seed,evaluation_episode_index,safety_envelope,possible_directed_nonself_edge_count,active_conflict_edge_count_mean,active_conflict_edge_count_max,edge_density_mean,CPA_graph_build_time_mean_ms,GAT_message_passing_time_mean_ms,policy_inference_time_mean_ms,policy_inference_time_p95_ms,control_step_time_mean_ms,peak_GPU_memory_MB,real_time_factor,fully_successful_episode,collision_episode,near_miss_episode,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,min_rr_center_distance_m,episode_wall_time_s,checkpoint_sha256
scal__mixed_complex__CA-GAT-MAPPO__N8__seed6__ep07,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,8,1,6,7,ON,56,30.4,31,0.542857,0.1725,0.5635,1.5178,2.7321,1.6,2000,0.83,1,0,0,68.36,82.03,1.625,30.571,0.8126,75.2,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
scal__mixed_complex__CA-GAT-MAPPO__N8__seed6__ep08,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,8,1,6,8,ON,56,23.1,24,0.4125,0.191,0.5669,1.3654,2.4578,1.6,2000,0.83,1,0,0,66.83,80.2,1.596,30.729,0.817,73.5,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
scal__mixed_complex__CA-GAT-MAPPO__N8__seed6__ep09,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,8,1,6,9,ON,56,21.6,24,0.385714,0.175,0.5602,1.4729,2.6512,1.6,2000,0.83,1,0,1,65.24,78.29,2.184,30.967,0.6021,71.8,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
scal__mixed_complex__CA-GAT-MAPPO__N8__seed7__ep00,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,8,1,7,0,ON,56,26.2,28,0.467857,0.1925,0.5319,1.4823,2.6682,1.6,2000,0.83,1,0,0,69.93,83.92,1.877,29.9351,0.834,76.9,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N8__seed7__ep01,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,8,1,7,1,ON,56,29.2,30,0.521429,0.1915,0.5458,1.4308,2.5754,1.6,2000,0.83,0,1,1,65.61,78.73,1.14,30.1802,0.5921,72.2,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N8__seed7__ep02,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,8,1,7,2,ON,56,28.6,29,0.510714,0.176,0.5463,1.5124,2.7223,1.6,2000,0.83,1,0,0,67.51,81.02,1.898,30.377,0.8204,74.3,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N8__seed7__ep03,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,8,1,7,3,ON,56,17.1,19,0.305357,0.1994,0.5141,1.4577,2.6239,1.6,2000,0.83,1,0,0,72.49,86.99,1.498,30.2312,0.829,79.7,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N8__seed7__ep04,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,8,1,7,4,ON,56,22.5,24,0.401786,0.1814,0.5388,1.3376,2.4076,1.6,2000,0.83,1,0,0,67.95,81.54,1.609,30.7707,0.8187,74.7,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N8__seed7__ep05,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,8,1,7,5,ON,56,25.3,27,0.451786,0.171,0.5589,1.3458,2.4225,1.6,2000,0.83,0,1,1,72.05,86.46,2.078,30.7175,0.6513,79.3,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N8__seed7__ep06,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,8,1,7,6,ON,56,27.2,29,0.485714,0.1852,0.5618,1.3314,2.3965,1.6,2000,0.83,1,0,0,74.94,89.93,2.065,30.6222,0.8206,82.4,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N8__seed7__ep07,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,8,1,7,7,ON,56,21,21,0.375,0.1764,0.5035,1.4787,2.6617,1.6,2000,0.83,1,0,0,72.24,86.68,1.633,30.5942,0.8169,79.5,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N8__seed7__ep08,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,8,1,7,8,ON,56,27.6,29,0.492857,0.1949,0.5714,1.5009,2.7016,1.6,2000,0.83,1,0,0,67.79,81.35,1.176,28.577,0.8102,74.6,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N8__seed7__ep09,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,8,1,7,9,ON,56,27.1,28,0.483929,0.1894,0.5125,1.3916,2.5049,1.6,2000,0.83,1,0,0,69.09,82.91,1.624,30.2389,0.8249,76,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N10__seed0__ep00,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,0,0,ON,90,29.4,30,0.326667,0.2478,0.7058,1.6793,3.0228,1.8,2400,0.77,1,0,0,82.61,101.2,1.696,33.9242,0.8008,90.9,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N10__seed0__ep01,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,0,1,ON,90,41.5,42,0.461111,0.2399,0.6668,1.8124,3.2623,1.8,2400,0.77,0,1,1,81.71,100.09,1.595,34.9946,0.6073,89.9,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N10__seed0__ep02,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,0,2,ON,90,48.8,49,0.542222,0.2498,0.6588,1.8915,3.4047,1.8,2400,0.77,1,0,0,75.47,92.46,2.073,35.9036,0.7855,83,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N10__seed0__ep03,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,0,3,ON,90,33.2,35,0.368889,0.2211,0.6561,1.6076,2.8936,1.8,2400,0.77,0,1,1,71.3,87.34,2.533,33.7226,0.5886,78.4,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N10__seed0__ep04,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,0,4,ON,90,46.4,47,0.515556,0.2321,0.6906,1.8597,3.3475,1.8,2400,0.77,0,1,1,71.32,87.36,1.454,34.9453,0.6066,78.4,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N10__seed0__ep05,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,0,5,ON,90,32.3,33,0.358889,0.2342,0.6656,1.8279,3.2902,1.8,2400,0.77,1,0,0,78.94,96.7,1.597,34.5526,0.7823,86.8,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N10__seed0__ep06,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,0,6,ON,90,33.8,35,0.375556,0.2383,0.6817,1.7977,3.2359,1.8,2400,0.77,1,0,0,82.67,101.27,2.405,33.8555,0.7802,90.9,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N10__seed0__ep07,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,0,7,ON,90,31.6,32,0.351111,0.2354,0.7016,1.6421,2.9558,1.8,2400,0.77,1,0,0,74.48,91.24,2.38,33.514,0.7793,81.9,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N10__seed0__ep08,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,0,8,ON,90,40.9,42,0.454444,0.2206,0.7107,1.7647,3.1765,1.8,2400,0.77,1,0,0,74.03,90.68,1.91,34.0367,0.7909,81.4,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N10__seed0__ep09,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,0,9,ON,90,50.3,51,0.558889,0.2446,0.687,1.8632,3.3537,1.8,2400,0.77,1,0,0,73.7,90.28,1.808,33.624,0.7903,81.1,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N10__seed1__ep00,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,1,0,ON,90,44.5,46,0.494444,0.234,0.6868,1.728,3.1104,1.8,2400,0.77,1,0,0,72.07,88.29,1.867,34.6772,0.7864,79.3,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N10__seed1__ep01,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,1,1,ON,90,49.3,51,0.547778,0.2422,0.6682,1.6457,2.9623,1.8,2400,0.77,1,0,0,74.59,91.37,1.582,33.3176,0.776,82,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N10__seed1__ep02,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,1,2,ON,90,49,49,0.544444,0.2357,0.697,1.7362,3.1252,1.8,2400,0.77,0,1,1,80.77,98.95,1.556,33.7513,0.5883,88.8,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N10__seed1__ep03,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,1,3,ON,90,46.1,48,0.512222,0.2493,0.7016,1.8496,3.3293,1.8,2400,0.77,1,0,1,76.45,93.65,2.506,34.22,0.5829,84.1,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N10__seed1__ep04,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,1,4,ON,90,52.4,53,0.582222,0.2358,0.6876,1.6281,2.9306,1.8,2400,0.77,1,0,1,71.6,87.71,2.202,34.4228,0.6024,78.8,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N10__seed1__ep05,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,1,5,ON,90,42.7,43,0.474444,0.2231,0.686,1.8883,3.399,1.8,2400,0.77,1,0,0,81.95,100.39,1.981,34.1679,0.7846,90.2,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N10__seed1__ep06,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,1,6,ON,90,40.1,42,0.445556,0.2406,0.6432,1.8617,3.3511,1.8,2400,0.77,1,0,0,80.48,98.58,2.155,34.2537,0.7926,88.5,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N10__seed1__ep07,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,1,7,ON,90,49.9,50,0.554444,0.241,0.6593,1.6933,3.0479,1.8,2400,0.77,1,0,0,74.72,91.54,2.095,33.9355,0.7807,82.2,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N10__seed1__ep08,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,1,8,ON,90,41.8,44,0.464444,0.2469,0.6928,1.808,3.2543,1.8,2400,0.77,1,0,0,82.13,100.61,2.335,33.7282,0.783,90.3,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N10__seed1__ep09,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,1,9,ON,90,37.2,38,0.413333,0.2437,0.6454,1.858,3.3444,1.8,2400,0.77,0,1,1,72.77,89.15,2.345,34.587,0.6238,80,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N10__seed2__ep00,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,2,0,ON,90,39.7,41,0.441111,0.2405,0.6837,1.6457,2.9623,1.8,2400,0.77,1,0,0,75.25,92.18,1.692,32.3463,0.7855,82.8,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N10__seed2__ep01,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,2,1,ON,90,39.1,40,0.434444,0.2303,0.6417,1.7602,3.1683,1.8,2400,0.77,1,0,0,79.12,96.92,1.876,33.3691,0.7854,87,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N10__seed2__ep02,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,2,2,ON,90,42.9,43,0.476667,0.2211,0.6776,1.7186,3.0934,1.8,2400,0.77,1,0,0,78.37,96.01,2.278,34.3624,0.7812,86.2,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N10__seed2__ep03,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,2,3,ON,90,46.6,49,0.517778,0.2209,0.6859,1.702,3.0636,1.8,2400,0.77,1,0,1,76.69,93.95,2.102,33.9132,0.6097,84.4,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N10__seed2__ep04,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,2,4,ON,90,35.9,38,0.398889,0.2286,0.6471,1.7817,3.207,1.8,2400,0.77,1,0,0,71.39,87.45,2.031,34.0609,0.7875,78.5,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N10__seed2__ep05,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,2,5,ON,90,29.8,31,0.331111,0.2279,0.6568,1.74,3.132,1.8,2400,0.77,1,0,1,76.76,94.03,1.838,34.1837,0.5626,84.4,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N10__seed2__ep06,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,2,6,ON,90,37.2,40,0.413333,0.2461,0.6698,1.8618,3.3513,1.8,2400,0.77,1,0,0,81.84,100.25,1.783,33.4254,0.7884,90,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N10__seed2__ep07,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,2,7,ON,90,39.8,40,0.442222,0.2487,0.6635,1.6555,2.9799,1.8,2400,0.77,1,0,0,73.5,90.03,2.178,34.0147,0.785,80.8,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N10__seed2__ep08,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,2,8,ON,90,45,46,0.5,0.2338,0.6813,1.6598,2.9877,1.8,2400,0.77,1,0,0,78.37,96,2.062,34.4372,0.783,86.2,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N10__seed2__ep09,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,2,9,ON,90,38.5,39,0.427778,0.249,0.656,1.6553,2.9795,1.8,2400,0.77,1,0,0,77.71,95.19,2.272,34.2193,0.794,85.5,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N10__seed3__ep00,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,3,0,ON,90,38.8,39,0.431111,0.2405,0.6774,1.6748,3.0147,1.8,2400,0.77,1,0,0,75.62,92.63,2.204,33.8898,0.7809,83.2,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N10__seed3__ep01,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,3,1,ON,90,39.3,40,0.436667,0.2451,0.7107,1.8972,3.415,1.8,2400,0.77,0,1,1,77.9,95.43,1.848,34.6639,0.6184,85.7,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N10__seed3__ep02,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,3,2,ON,90,29.9,30,0.332222,0.2305,0.6924,1.6915,3.0448,1.8,2400,0.77,1,0,0,81.03,99.26,1.472,34.5302,0.7921,89.1,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N10__seed3__ep03,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,3,3,ON,90,41.2,42,0.457778,0.2238,0.6781,1.7339,3.121,1.8,2400,0.77,1,0,1,80.41,98.5,2.129,33.3922,0.6006,88.5,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N10__seed3__ep04,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,3,4,ON,90,33.2,34,0.368889,0.2302,0.705,1.8685,3.3633,1.8,2400,0.77,1,0,1,76.72,93.99,1.824,34.3336,0.6098,84.4,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N10__seed3__ep05,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,3,5,ON,90,43.7,44,0.485556,0.2233,0.6835,1.6249,2.9248,1.8,2400,0.77,0,1,1,81.85,100.26,1.859,33.8296,0.5741,90,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N10__seed3__ep06,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,3,6,ON,90,27.6,28,0.306667,0.2479,0.7114,1.7468,3.1442,1.8,2400,0.77,0,1,1,76.39,93.57,2.035,34.2285,0.57,84,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N10__seed3__ep07,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,3,7,ON,90,50.7,51,0.563333,0.2477,0.7016,1.7365,3.1257,1.8,2400,0.77,1,0,1,80.41,98.5,1.531,33.7108,0.6086,88.4,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N10__seed3__ep08,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,3,8,ON,90,51.7,52,0.574444,0.2295,0.6971,1.6421,2.9557,1.8,2400,0.77,1,0,1,77.51,94.95,2.303,33.1958,0.6054,85.3,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N10__seed3__ep09,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,3,9,ON,90,35.7,38,0.396667,0.2251,0.6911,1.6289,2.932,1.8,2400,0.77,1,0,1,79.42,97.29,1.555,32.9829,0.6242,87.4,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N10__seed4__ep00,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,4,0,ON,90,26.8,27,0.297778,0.2243,0.7163,1.7044,3.0679,1.8,2400,0.77,1,0,0,76.6,93.83,1.812,33.7348,0.7807,84.3,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N10__seed4__ep01,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,4,1,ON,90,32.4,34,0.36,0.2409,0.6826,1.6964,3.0536,1.8,2400,0.77,1,0,0,79.04,96.82,1.92,33.0578,0.7905,86.9,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N10__seed4__ep02,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,4,2,ON,90,42,42,0.466667,0.234,0.64,1.6615,2.9907,1.8,2400,0.77,1,0,1,81.22,99.5,1.961,34.8799,0.5772,89.3,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N10__seed4__ep03,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,4,3,ON,90,43.2,44,0.48,0.2439,0.661,1.6115,2.9006,1.8,2400,0.77,1,0,0,72.08,88.3,2.199,34.394,0.7727,79.3,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N10__seed4__ep04,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,4,4,ON,90,27.6,28,0.306667,0.2268,0.7143,1.6479,2.9662,1.8,2400,0.77,1,0,0,82.97,101.64,1.714,34.0525,0.7868,91.3,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N10__seed4__ep05,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,4,5,ON,90,50.4,53,0.56,0.2436,0.7137,1.7883,3.2189,1.8,2400,0.77,1,0,0,75.58,92.59,2.252,35.1187,0.7957,83.1,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N10__seed4__ep06,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,4,6,ON,90,39.6,40,0.44,0.2382,0.707,1.6165,2.9097,1.8,2400,0.77,1,0,0,76.1,93.22,2.517,33.3338,0.7925,83.7,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N10__seed4__ep07,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,4,7,ON,90,43.2,44,0.48,0.2371,0.7054,1.6551,2.9791,1.8,2400,0.77,1,0,0,79.67,97.6,2.258,34.856,0.7916,87.6,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N10__seed4__ep08,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,4,8,ON,90,41.1,42,0.456667,0.2393,0.6613,1.7857,3.2143,1.8,2400,0.77,1,0,0,83.75,102.6,2.194,33.3025,0.7833,92.1,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N10__seed4__ep09,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,4,9,ON,90,48.5,50,0.538889,0.2344,0.6715,1.7467,3.1441,1.8,2400,0.77,1,0,0,82.82,101.45,1.842,33.3559,0.8031,91.1,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N10__seed5__ep00,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,5,0,ON,90,30.7,32,0.341111,0.2283,0.7098,1.6535,2.9764,1.8,2400,0.77,1,0,0,75.92,93.01,1.935,34.5444,0.779,83.5,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
scal__mixed_complex__CA-GAT-MAPPO__N10__seed5__ep01,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,5,1,ON,90,39,39,0.433333,0.2304,0.6824,1.8847,3.3925,1.8,2400,0.77,1,0,0,83.74,102.58,2.504,33.7251,0.7774,92.1,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
scal__mixed_complex__CA-GAT-MAPPO__N10__seed5__ep02,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,5,2,ON,90,29.2,30,0.324444,0.2213,0.6514,1.6649,2.9968,1.8,2400,0.77,1,0,0,77.09,94.43,1.607,34.2224,0.8068,84.8,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
scal__mixed_complex__CA-GAT-MAPPO__N10__seed5__ep03,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,5,3,ON,90,48.4,49,0.537778,0.2373,0.6717,1.7171,3.0909,1.8,2400,0.77,1,0,1,77.65,95.12,1.463,33.09,0.6183,85.4,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
scal__mixed_complex__CA-GAT-MAPPO__N10__seed5__ep04,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,5,4,ON,90,50,51,0.555556,0.2406,0.6983,1.6124,2.9024,1.8,2400,0.77,1,0,0,76.61,93.84,2.186,34.3715,0.789,84.3,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
scal__mixed_complex__CA-GAT-MAPPO__N10__seed5__ep05,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,10,1,5,5,ON,90,34.3,36,0.381111,0.239,0.7138,1.6285,2.9313,1.8,2400,0.77,1,0,0,72.65,88.99,2.205,34.279,0.8089,79.9,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
