record_id,protocol_id,scenario,controller,group_type,group_id,evaluation_episode_index,robot_count,safety_envelope,control_step_s,fully_successful_episode,successful_robots,collision_episode,collision_type,rr_near_miss_count,rp_near_miss_count,intervention_count,evaluated_command_count,intervention_ratio,mean_normalized_intervention_magnitude,episode_max_normalized_intervention_magnitude,average_completion_time_s,makespan_s,average_waiting_time_s,min_rr_center_distance_m,min_rp_center_distance_m,checkpoint_sha256,evaluation_seed_e,robot_random_seed,pedestrian_random_seed,draw_id
audit__dynamic_pedestrians__IPPO__g2__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,2,7,4,ON,0.1,1,4,0,N/A,0,0,405,1310,0.309160305343512,0.1324,0.860962,31.942,35.775,2.1868,0.64063,0.886704,079dc55227c823d2038fb781f829a1517493628ffdf9b8844df83ced833e96ed,20107,20107060328,20107060425,draw_dynamic_pedestrians_IPPO_g2_ep7
audit__dynamic_pedestrians__IPPO__g2__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,2,8,4,ON,0.1,1,4,0,N/A,0,0,352,1096,0.321167883211679,0.133297,0.849119,33.7425,37.7916,1.7511,0.681513,0.854586,079dc55227c823d2038fb781f829a1517493628ffdf9b8844df83ced833e96ed,20108,20108060332,20108060429,draw_dynamic_pedestrians_IPPO_g2_ep8
audit__dynamic_pedestrians__IPPO__g2__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,2,9,4,ON,0.1,1,4,0,N/A,0,0,365,1101,0.331516802906449,0.159036,0.832418,32.7206,36.6471,1.3305,0.685862,0.917911,079dc55227c823d2038fb781f829a1517493628ffdf9b8844df83ced833e96ed,20109,20109060336,20109060433,draw_dynamic_pedestrians_IPPO_g2_ep9
audit__dynamic_pedestrians__IPPO__g3__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,3,0,4,ON,0.1,1,4,0,N/A,0,0,386,1564,0.246803069053708,0.153302,0.821675,30.052,33.6582,1.8164,0.688854,0.902347,07715cfcac7e888d879b5845f677c634d52aa64d135d8f3146afd9653392fe01,30100,30100090300,30100090397,draw_dynamic_pedestrians_IPPO_g3_ep0
audit__dynamic_pedestrians__IPPO__g3__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,3,1,4,ON,0.1,1,4,0,N/A,0,0,377,1597,0.236067626800251,0.167771,0.857782,34.2055,38.3101,1.0708,0.708086,0.832699,07715cfcac7e888d879b5845f677c634d52aa64d135d8f3146afd9653392fe01,30101,30101090304,30101090401,draw_dynamic_pedestrians_IPPO_g3_ep1
audit__dynamic_pedestrians__IPPO__g3__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,3,2,4,ON,0.1,1,4,0,N/A,0,0,347,1473,0.235573659198914,0.171924,0.849857,34.3349,38.4551,1.7082,0.637351,0.829002,07715cfcac7e888d879b5845f677c634d52aa64d135d8f3146afd9653392fe01,30102,30102090308,30102090405,draw_dynamic_pedestrians_IPPO_g3_ep2
audit__dynamic_pedestrians__IPPO__g3__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,3,3,4,ON,0.1,1,4,0,N/A,0,0,369,1490,0.247651006711409,0.168134,0.827559,31.5436,35.3289,1.3368,0.695261,0.866565,07715cfcac7e888d879b5845f677c634d52aa64d135d8f3146afd9653392fe01,30103,30103090312,30103090409,draw_dynamic_pedestrians_IPPO_g3_ep3
audit__dynamic_pedestrians__IPPO__g3__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,3,4,4,ON,0.1,1,4,0,N/A,0,0,361,1318,0.273899848254932,0.138157,0.881902,30.4428,34.0959,1.5324,0.686476,0.842541,07715cfcac7e888d879b5845f677c634d52aa64d135d8f3146afd9653392fe01,30104,30104090316,30104090413,draw_dynamic_pedestrians_IPPO_g3_ep4
audit__dynamic_pedestrians__IPPO__g3__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,3,5,4,ON,0.1,1,4,0,N/A,0,0,414,1598,0.259073842302879,0.189013,0.843099,33.1246,37.0995,2.0354,0.632698,0.802524,07715cfcac7e888d879b5845f677c634d52aa64d135d8f3146afd9653392fe01,30105,30105090320,30105090417,draw_dynamic_pedestrians_IPPO_g3_ep5
audit__dynamic_pedestrians__IPPO__g3__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,3,6,4,ON,0.1,1,4,0,N/A,0,0,355,1604,0.221321695760599,0.152043,0.86463,32.8144,36.7521,2.103,0.694662,0.805567,07715cfcac7e888d879b5845f677c634d52aa64d135d8f3146afd9653392fe01,30106,30106090324,30106090421,draw_dynamic_pedestrians_IPPO_g3_ep6
audit__dynamic_pedestrians__IPPO__g3__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,3,7,4,ON,0.1,1,4,0,N/A,0,0,375,1320,0.284090909090909,0.139412,0.881865,31.6545,35.4531,1.5823,0.676866,0.919024,07715cfcac7e888d879b5845f677c634d52aa64d135d8f3146afd9653392fe01,30107,30107090328,30107090425,draw_dynamic_pedestrians_IPPO_g3_ep7
audit__dynamic_pedestrians__IPPO__g3__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,3,8,4,ON,0.1,1,4,0,N/A,0,0,364,1448,0.251381215469613,0.169909,0.83291,31.2989,35.0547,2.1471,0.684777,0.816214,07715cfcac7e888d879b5845f677c634d52aa64d135d8f3146afd9653392fe01,30108,30108090332,30108090429,draw_dynamic_pedestrians_IPPO_g3_ep8
audit__dynamic_pedestrians__IPPO__g3__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,3,9,4,ON,0.1,1,4,0,N/A,0,0,389,1537,0.253090435914118,0.150733,0.858721,31.1809,34.9226,1.1749,0.684156,0.913111,07715cfcac7e888d879b5845f677c634d52aa64d135d8f3146afd9653392fe01,30109,30109090336,30109090433,draw_dynamic_pedestrians_IPPO_g3_ep9
audit__dynamic_pedestrians__IPPO__g4__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,4,0,4,ON,0.1,1,4,0,N/A,0,0,546,1939,0.28158844765343,0.186213,0.823008,30.6596,34.3388,1.828,0.638501,0.878413,649d968c6bc85cf4f2668400cf24732f884cf8691925ae67142d2fe815735db4,40100,40100120300,40100120397,draw_dynamic_pedestrians_IPPO_g4_ep0
audit__dynamic_pedestrians__IPPO__g4__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,4,1,4,ON,0.1,1,4,0,N/A,0,0,524,1986,0.263846928499496,0.173725,0.857436,30.9326,34.6445,1.3806,0.671946,0.902455,649d968c6bc85cf4f2668400cf24732f884cf8691925ae67142d2fe815735db4,40101,40101120304,40101120401,draw_dynamic_pedestrians_IPPO_g4_ep1
audit__dynamic_pedestrians__IPPO__g4__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,4,2,4,ON,0.1,1,4,0,N/A,0,0,512,1905,0.268766404199475,0.167977,0.865635,34.0897,38.1804,2.2088,0.638561,0.842181,649d968c6bc85cf4f2668400cf24732f884cf8691925ae67142d2fe815735db4,40102,40102120308,40102120405,draw_dynamic_pedestrians_IPPO_g4_ep2
audit__dynamic_pedestrians__IPPO__g4__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,4,3,4,ON,0.1,1,4,0,N/A,0,0,499,1692,0.294917257683215,0.181127,0.837478,33.3356,37.3359,1.9414,0.704629,0.841483,649d968c6bc85cf4f2668400cf24732f884cf8691925ae67142d2fe815735db4,40103,40103120312,40103120409,draw_dynamic_pedestrians_IPPO_g4_ep3
audit__dynamic_pedestrians__IPPO__g4__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,4,4,4,ON,0.1,1,4,0,N/A,0,0,547,2144,0.255130597014925,0.180546,0.860281,30.0341,33.6382,1.3164,0.697759,0.807176,649d968c6bc85cf4f2668400cf24732f884cf8691925ae67142d2fe815735db4,40104,40104120316,40104120413,draw_dynamic_pedestrians_IPPO_g4_ep4
audit__dynamic_pedestrians__IPPO__g4__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,4,5,4,ON,0.1,1,4,0,N/A,0,0,538,1906,0.282266526757607,0.164839,0.862726,33.9848,38.063,1.5161,0.70363,0.918279,649d968c6bc85cf4f2668400cf24732f884cf8691925ae67142d2fe815735db4,40105,40105120320,40105120417,draw_dynamic_pedestrians_IPPO_g4_ep5
audit__dynamic_pedestrians__IPPO__g4__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,4,6,4,ON,0.1,1,4,0,N/A,0,0,550,1912,0.28765690376569,0.207126,0.874418,33.01,36.9713,1.1957,0.669095,0.898036,649d968c6bc85cf4f2668400cf24732f884cf8691925ae67142d2fe815735db4,40106,40106120324,40106120421,draw_dynamic_pedestrians_IPPO_g4_ep6
audit__dynamic_pedestrians__IPPO__g4__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,4,7,4,ON,0.1,1,4,0,N/A,0,0,545,2143,0.254316378908073,0.186469,0.849385,30.3666,34.0106,1.629,0.704525,0.874798,649d968c6bc85cf4f2668400cf24732f884cf8691925ae67142d2fe815735db4,40107,40107120328,40107120425,draw_dynamic_pedestrians_IPPO_g4_ep7
audit__dynamic_pedestrians__IPPO__g4__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,4,8,4,ON,0.1,1,4,0,N/A,0,0,512,1952,0.262295081967213,0.173576,0.82684,31.2903,35.0451,1.1589,0.631108,0.869845,649d968c6bc85cf4f2668400cf24732f884cf8691925ae67142d2fe815735db4,40108,40108120332,40108120429,draw_dynamic_pedestrians_IPPO_g4_ep8
audit__dynamic_pedestrians__IPPO__g4__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,4,9,4,ON,0.1,1,4,0,N/A,0,0,482,1880,0.256382978723404,0.182622,0.862793,32.5054,36.4061,1.3037,0.633483,0.889933,649d968c6bc85cf4f2668400cf24732f884cf8691925ae67142d2fe815735db4,40109,40109120336,40109120433,draw_dynamic_pedestrians_IPPO_g4_ep9
audit__dynamic_pedestrians__IPPO__g5__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,5,0,4,ON,0.1,1,4,0,N/A,0,0,450,1480,0.304054054054054,0.160774,0.878642,32.4463,36.3398,1.4627,0.6537,0.8206,220f2150ebd6d42971c33b968dbbdae82bedb7d505f59246a34cfd6cd75a7756,50100,50100150300,50100150397,draw_dynamic_pedestrians_IPPO_g5_ep0
audit__dynamic_pedestrians__IPPO__g5__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,5,1,4,ON,0.1,1,4,0,N/A,0,0,415,1378,0.301161103047896,0.134735,0.852031,34.0383,38.1229,1.3094,0.681619,0.88964,220f2150ebd6d42971c33b968dbbdae82bedb7d505f59246a34cfd6cd75a7756,50101,50101150304,50101150401,draw_dynamic_pedestrians_IPPO_g5_ep1
audit__dynamic_pedestrians__IPPO__g5__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,5,2,4,ON,0.1,1,4,0,N/A,0,0,411,1415,0.290459363957597,0.147936,0.863228,34.3992,38.5272,1.9178,0.65762,0.908351,220f2150ebd6d42971c33b968dbbdae82bedb7d505f59246a34cfd6cd75a7756,50102,50102150308,50102150405,draw_dynamic_pedestrians_IPPO_g5_ep2
audit__dynamic_pedestrians__IPPO__g5__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,5,3,4,ON,0.1,1,4,0,N/A,0,0,454,1510,0.300662251655629,0.145655,0.82644,30.2629,33.8944,1.4104,0.642937,0.900055,220f2150ebd6d42971c33b968dbbdae82bedb7d505f59246a34cfd6cd75a7756,50103,50103150312,50103150409,draw_dynamic_pedestrians_IPPO_g5_ep3
audit__dynamic_pedestrians__IPPO__g5__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,5,4,4,ON,0.1,1,4,0,N/A,0,0,414,1356,0.305309734513274,0.153964,0.884322,31.817,35.635,1.2941,0.65071,0.823842,220f2150ebd6d42971c33b968dbbdae82bedb7d505f59246a34cfd6cd75a7756,50104,50104150316,50104150413,draw_dynamic_pedestrians_IPPO_g5_ep4
audit__dynamic_pedestrians__IPPO__g5__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,5,5,4,ON,0.1,1,4,0,N/A,0,0,460,1535,0.299674267100977,0.166228,0.850244,30.6482,34.3259,1.4951,0.668309,0.81085,220f2150ebd6d42971c33b968dbbdae82bedb7d505f59246a34cfd6cd75a7756,50105,50105150320,50105150417,draw_dynamic_pedestrians_IPPO_g5_ep5
audit__dynamic_pedestrians__IPPO__g5__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,5,6,4,ON,0.1,1,4,0,N/A,0,0,456,1435,0.317770034843206,0.171139,0.875739,31.7469,35.5565,2.087,0.692175,0.861782,220f2150ebd6d42971c33b968dbbdae82bedb7d505f59246a34cfd6cd75a7756,50106,50106150324,50106150421,draw_dynamic_pedestrians_IPPO_g5_ep6
audit__dynamic_pedestrians__IPPO__g5__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,5,7,4,ON,0.1,1,4,0,N/A,0,0,431,1660,0.259638554216867,0.139226,0.816679,32.3936,36.2809,1.1645,0.634818,0.894925,220f2150ebd6d42971c33b968dbbdae82bedb7d505f59246a34cfd6cd75a7756,50107,50107150328,50107150425,draw_dynamic_pedestrians_IPPO_g5_ep7
audit__dynamic_pedestrians__IPPO__g5__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,5,8,4,ON,0.1,1,4,0,N/A,0,0,421,1645,0.255927051671733,0.152225,0.834104,33.8958,37.9633,1.8819,0.635527,0.806294,220f2150ebd6d42971c33b968dbbdae82bedb7d505f59246a34cfd6cd75a7756,50108,50108150332,50108150429,draw_dynamic_pedestrians_IPPO_g5_ep8
audit__dynamic_pedestrians__IPPO__g5__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,5,9,4,ON,0.1,1,4,0,N/A,0,0,446,1469,0.30360789652825,0.152089,0.838572,30.4029,34.0513,1.4177,0.651176,0.804222,220f2150ebd6d42971c33b968dbbdae82bedb7d505f59246a34cfd6cd75a7756,50109,50109150336,50109150433,draw_dynamic_pedestrians_IPPO_g5_ep9
audit__dynamic_pedestrians__IPPO__g6__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,6,0,4,ON,0.1,1,4,0,N/A,0,0,209,698,0.299426934097421,0.146398,0.845935,31.2241,34.971,2.018,0.709262,0.8752,65af418f1e27017063ed5793bfdd7f777e76f37b9dd9a330382a7045a4598fe6,60100,60100180300,60100180397,draw_dynamic_pedestrians_IPPO_g6_ep0
audit__dynamic_pedestrians__IPPO__g6__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,6,1,4,ON,0.1,1,4,0,N/A,0,0,212,612,0.34640522875817,0.135525,0.857733,31.1696,34.9099,1.8878,0.639661,0.857164,65af418f1e27017063ed5793bfdd7f777e76f37b9dd9a330382a7045a4598fe6,60101,60101180304,60101180401,draw_dynamic_pedestrians_IPPO_g6_ep1
audit__dynamic_pedestrians__IPPO__g6__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,6,2,4,ON,0.1,1,4,0,N/A,0,0,217,649,0.334360554699538,0.125523,0.859195,30.131,33.7467,1.7255,0.643501,0.8963,65af418f1e27017063ed5793bfdd7f777e76f37b9dd9a330382a7045a4598fe6,60102,60102180308,60102180405,draw_dynamic_pedestrians_IPPO_g6_ep2
audit__dynamic_pedestrians__IPPO__g6__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,6,3,4,ON,0.1,1,4,0,N/A,0,0,203,673,0.301634472511144,0.127707,0.843979,30.9337,34.6457,2.1286,0.685421,0.816582,65af418f1e27017063ed5793bfdd7f777e76f37b9dd9a330382a7045a4598fe6,60103,60103180312,60103180409,draw_dynamic_pedestrians_IPPO_g6_ep3
audit__dynamic_pedestrians__IPPO__g6__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,6,4,4,ON,0.1,1,4,0,N/A,0,0,201,616,0.326298701298701,0.142978,0.850897,31.0234,34.7462,1.3775,0.690996,0.889087,65af418f1e27017063ed5793bfdd7f777e76f37b9dd9a330382a7045a4598fe6,60104,60104180316,60104180413,draw_dynamic_pedestrians_IPPO_g6_ep4
audit__dynamic_pedestrians__IPPO__g6__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,6,5,4,ON,0.1,1,4,0,N/A,0,0,212,643,0.329704510108865,0.159244,0.872977,30.0868,33.6972,1.842,0.63635,0.800582,65af418f1e27017063ed5793bfdd7f777e76f37b9dd9a330382a7045a4598fe6,60105,60105180320,60105180417,draw_dynamic_pedestrians_IPPO_g6_ep5
audit__dynamic_pedestrians__IPPO__g6__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,6,6,4,ON,0.1,1,4,0,N/A,0,0,211,623,0.33868378812199,0.126599,0.834426,34.7947,38.9701,2.1196,0.639802,0.916872,65af418f1e27017063ed5793bfdd7f777e76f37b9dd9a330382a7045a4598fe6,60106,60106180324,60106180421,draw_dynamic_pedestrians_IPPO_g6_ep6
audit__dynamic_pedestrians__IPPO__g6__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,6,7,4,ON,0.1,1,4,0,N/A,0,0,223,715,0.311888111888112,0.117936,0.836322,31.8224,35.6411,2.3161,0.702626,0.849216,65af418f1e27017063ed5793bfdd7f777e76f37b9dd9a330382a7045a4598fe6,60107,60107180328,60107180425,draw_dynamic_pedestrians_IPPO_g6_ep7
audit__dynamic_pedestrians__IPPO__g6__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,6,8,4,ON,0.1,1,4,0,N/A,0,0,222,688,0.322674418604651,0.119791,0.866468,33.1647,37.1445,2.0053,0.651562,0.906063,65af418f1e27017063ed5793bfdd7f777e76f37b9dd9a330382a7045a4598fe6,60108,60108180332,60108180429,draw_dynamic_pedestrians_IPPO_g6_ep8
audit__dynamic_pedestrians__IPPO__g6__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,6,9,4,ON,0.1,1,4,0,N/A,0,0,212,731,0.290013679890561,0.126655,0.852067,34.464,38.5997,1.962,0.682354,0.857677,65af418f1e27017063ed5793bfdd7f777e76f37b9dd9a330382a7045a4598fe6,60109,60109180336,60109180433,draw_dynamic_pedestrians_IPPO_g6_ep9
audit__dynamic_pedestrians__IPPO__g7__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,7,0,4,ON,0.1,1,4,0,N/A,0,0,369,1812,0.20364238410596,0.135517,0.863474,32.0058,35.8465,1.0604,0.667991,0.863784,a8fba2f91b95c40e8dfb0408da18e13ab01a442adb4c7fc6e64b89deaeb90ede,70100,70100210300,70100210397,draw_dynamic_pedestrians_IPPO_g7_ep0
audit__dynamic_pedestrians__IPPO__g7__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,7,1,4,ON,0.1,1,4,0,N/A,0,0,376,1715,0.219241982507289,0.146841,0.854266,30.4579,34.1129,1.8295,0.663987,0.837008,a8fba2f91b95c40e8dfb0408da18e13ab01a442adb4c7fc6e64b89deaeb90ede,70101,70101210304,70101210401,draw_dynamic_pedestrians_IPPO_g7_ep1
audit__dynamic_pedestrians__IPPO__g7__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,7,2,4,ON,0.1,1,4,0,N/A,0,0,372,1899,0.195892575039495,0.143984,0.840327,30.7244,34.4113,1.2385,0.673594,0.875809,a8fba2f91b95c40e8dfb0408da18e13ab01a442adb4c7fc6e64b89deaeb90ede,70102,70102210308,70102210405,draw_dynamic_pedestrians_IPPO_g7_ep2
audit__dynamic_pedestrians__IPPO__g7__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,7,3,4,ON,0.1,1,4,0,N/A,0,0,425,1989,0.213675213675214,0.146575,0.841937,34.1016,38.1938,1.1011,0.656852,0.878228,a8fba2f91b95c40e8dfb0408da18e13ab01a442adb4c7fc6e64b89deaeb90ede,70103,70103210312,70103210409,draw_dynamic_pedestrians_IPPO_g7_ep3
audit__dynamic_pedestrians__IPPO__g7__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,7,4,4,ON,0.1,1,4,0,N/A,0,0,363,1826,0.198795180722892,0.154885,0.850531,31.9595,35.7946,1.2676,0.639453,0.891286,a8fba2f91b95c40e8dfb0408da18e13ab01a442adb4c7fc6e64b89deaeb90ede,70104,70104210316,70104210413,draw_dynamic_pedestrians_IPPO_g7_ep4
audit__dynamic_pedestrians__IPPO__g7__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,7,5,4,ON,0.1,1,4,0,N/A,0,0,348,1848,0.188311688311688,0.13749,0.843795,31.5664,35.3544,1.4953,0.66706,0.854246,a8fba2f91b95c40e8dfb0408da18e13ab01a442adb4c7fc6e64b89deaeb90ede,70105,70105210320,70105210417,draw_dynamic_pedestrians_IPPO_g7_ep5
audit__dynamic_pedestrians__IPPO__g7__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,7,6,4,ON,0.1,1,4,0,N/A,0,0,399,1940,0.205670103092783,0.150771,0.857273,32.6942,36.6175,2.2011,0.685017,0.845136,a8fba2f91b95c40e8dfb0408da18e13ab01a442adb4c7fc6e64b89deaeb90ede,70106,70106210324,70106210421,draw_dynamic_pedestrians_IPPO_g7_ep6
audit__dynamic_pedestrians__IPPO__g7__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,7,7,4,ON,0.1,1,4,0,N/A,0,0,377,1945,0.193830334190231,0.132057,0.857479,33.7422,37.7913,1.0693,0.681151,0.910162,a8fba2f91b95c40e8dfb0408da18e13ab01a442adb4c7fc6e64b89deaeb90ede,70107,70107210328,70107210425,draw_dynamic_pedestrians_IPPO_g7_ep7
audit__dynamic_pedestrians__IPPO__g7__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,7,8,4,ON,0.1,1,4,0,N/A,0,0,388,1931,0.200932159502848,0.129696,0.849342,34.433,38.565,1.253,0.631482,0.912209,a8fba2f91b95c40e8dfb0408da18e13ab01a442adb4c7fc6e64b89deaeb90ede,70108,70108210332,70108210429,draw_dynamic_pedestrians_IPPO_g7_ep8
audit__dynamic_pedestrians__IPPO__g7__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,IPPO,training_checkpoint,7,9,4,ON,0.1,1,4,0,N/A,0,0,381,2011,0.189457981103928,0.156608,0.861575,30.6547,34.3333,1.4162,0.656273,0.889295,a8fba2f91b95c40e8dfb0408da18e13ab01a442adb4c7fc6e64b89deaeb90ede,70109,70109210336,70109210433,draw_dynamic_pedestrians_IPPO_g7_ep9
audit__mixed_complex__IPPO__g0__ep00,safety_envelope_intervention_audit,mixed_complex,IPPO,training_checkpoint,0,0,4,ON,0.1,1,4,0,N/A,0,0,533,1633,0.32639314145744,0.147872,0.838479,31.5702,35.3587,1.7828,0.664341,0.892521,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,200,200000600,200000697,draw_mixed_complex_IPPO_g0_ep0
audit__mixed_complex__IPPO__g0__ep01,safety_envelope_intervention_audit,mixed_complex,IPPO,training_checkpoint,0,1,4,ON,0.1,1,4,0,N/A,0,0,572,1892,0.302325581395349,0.158896,0.833335,31.2936,35.0488,2.1434,0.701441,0.816101,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,201,201000604,201000701,draw_mixed_complex_IPPO_g0_ep1
audit__mixed_complex__IPPO__g0__ep02,safety_envelope_intervention_audit,mixed_complex,IPPO,training_checkpoint,0,2,4,ON,0.1,1,4,0,N/A,0,0,600,1895,0.316622691292876,0.169672,0.872317,31.5505,35.3366,1.4047,0.636195,0.819315,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,202,202000608,202000705,draw_mixed_complex_IPPO_g0_ep2
audit__mixed_complex__IPPO__g0__ep03,safety_envelope_intervention_audit,mixed_complex,IPPO,training_checkpoint,0,3,4,ON,0.1,1,4,0,N/A,0,0,605,2000,0.3025,0.161593,0.845885,33.4984,37.5182,1.1394,0.698431,0.814367,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,203,203000612,203000709,draw_mixed_complex_IPPO_g0_ep3
audit__mixed_complex__IPPO__g0__ep04,safety_envelope_intervention_audit,mixed_complex,IPPO,training_checkpoint,0,4,4,ON,0.1,1,4,0,N/A,0,0,576,1776,0.324324324324324,0.15111,0.847331,30.9108,34.6201,1.3802,0.635877,0.866737,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,204,204000616,204000713,draw_mixed_complex_IPPO_g0_ep4
audit__mixed_complex__IPPO__g0__ep05,safety_envelope_intervention_audit,mixed_complex,IPPO,training_checkpoint,0,5,4,ON,0.1,1,4,0,N/A,0,0,529,1643,0.321972002434571,0.15776,0.860557,32.6154,36.5293,1.6116,0.639101,0.839158,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,205,205000620,205000717,draw_mixed_complex_IPPO_g0_ep5
audit__mixed_complex__IPPO__g0__ep06,safety_envelope_intervention_audit,mixed_complex,IPPO,training_checkpoint,0,6,4,ON,0.1,1,4,0,N/A,0,0,661,2149,0.307584923220102,0.151537,0.840487,32.8152,36.753,1.6186,0.698458,0.898585,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,206,206000624,206000721,draw_mixed_complex_IPPO_g0_ep6
audit__mixed_complex__IPPO__g0__ep07,safety_envelope_intervention_audit,mixed_complex,IPPO,training_checkpoint,0,7,4,ON,0.1,1,4,0,N/A,0,0,613,1945,0.315167095115681,0.165193,0.829089,33.2762,37.2693,1.1669,0.653637,0.871797,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,207,207000628,207000725,draw_mixed_complex_IPPO_g0_ep7
